id,lng,lat
1374,116.42167281,28.01369591
1375,116.3755594,28.07295146
1376,116.30335688,28.1176986
1377,116.16124138,27.97119769
1378,116.54127394,27.78311502
1379,116.29618581,28.00850733
1380,116.26079506,27.89113812
1381,116.33723889,27.72969493
1382,116.19044137,28.10699226
1383,116.46094768,28.05727411
1385,116.47412919,27.90995327
