id,lng,lat
上聂-李家,116.46757273902,27.9107281836182
上聂-陈坊,116.466761175487,27.9133139811983
上聂-张家,116.464698276606,27.9161593236701
上聂-上聂,116.46658378174,27.9201008363703
上聂-榨下,116.471045848725,27.9185937714906
上聂-苪坊张,116.472854950302,27.9206869302873
上聂-苪家,116.47215772979,27.9222389505478
上聂-泗溪湖,116.467952668518,27.9271540178279
上聂-下聂,116.462072067859,27.9253048740902
上聂-王家,116.458338140647,27.9207516372021
曹家-饶家,116.441592327585,27.9153725329927
曹家-麻岭杨家,116.448059611121,27.910507772243
曹家-麻岭范家,116.451639504025,27.9045427440116
曹家-溪陈家,116.455215214909,27.9006715972483
曹家-熊家,116.457424441807,27.9011439262689
曹家-曹家,116.462305304814,27.9038434498597
曹家-危家,116.462524154755,27.8997472974933
曹家-杨窑,116.463818056866,27.8937135002248
下泽-大源饶家,116.442907699234,27.8915177065339
下泽-大源全付,116.444502939796,27.8902391396264
下泽-上泽,116.454196788023,27.8781159403514
站上-傅坊周家,116.458875833944,27.8721060961781
站上-西溪张家,116.463331533972,27.870670986897
站上-官峰邹家,116.464802658141,27.8750859975154
站上-港西饶家,116.465404369111,27.879811926515
下泽-下泽,116.463163264171,27.8826409070115
陈油-杨林桥,116.470208169944,27.8817307562074
官家-前排,116.471800030381,27.8912575908355
官家-叶家,116.476663851596,27.8945420945446
官家-何家,116.469333459174,27.9003530357602
官家-谢坊,116.471884703849,27.9017894391876
官家-官家,116.473116594031,27.9044616413157
官家-周家,116.475997668557,27.9043408471407
官家-上罗,116.478641535059,27.9016591713711
官家-田南吴家,116.481939740928,27.9011359161664
范家-南郑,116.486687804721,27.9000300602303
范家-楼上郑,116.487689771699,27.9027196847468
范家-塅上郑家,116.490936221638,27.9038586671968
范家-汤家岭,116.496455045343,27.9012191319294
陈油-饶米信,116.494899087213,27.8938020433473
陈油-付家,116.484895448142,27.8963522701538
陈油-米山张家,116.482738674902,27.8914986826884
陈油-陈油,116.482556293839,27.8868358616951
陈油-廖坊董家,116.4819113952,27.8791758535155
廖家-廖家,116.482093432896,27.8774759056836
陈油-新村黄家,116.481713121255,27.8725232743026
玉湖-夏家,116.480383049238,27.8684882904698
玉湖-下渡,116.472010443248,27.865811157108
站上-姜坊李家,116.46428245429,27.8589971789255
站上-彭坊全家,116.458605690618,27.8539472932865
站上-乌溪杨家,116.453070993853,27.8590143775217
站上-乌溪周家,116.450289940626,27.8625686211135
白竹-铁炉塘熊家,116.436748908515,27.8586227516568
白竹-梳桩田吴家,116.433721942639,27.847007456587
白竹-新张,116.426602765989,27.8451343202791
白竹-北溪黄家,116.419404755647,27.8441573954714
白竹-北溪潘家,116.423998950101,27.8398054187301
下张-墩后黄家,116.427019063763,27.8284253728406
下张-墩后周家,116.431586488105,27.8282342506842
下张-古塘邓家,116.426110779031,27.8190257477203
下张-塅上钱家,116.424947622836,27.8151338194151
下张-河上,116.430763873099,27.8161395698399
下张-港南,116.438177509843,27.8194983644742
下张-湖上封家,116.440895504897,27.8266618851248
下张-吴里,116.442450916677,27.8325564004488
下张-饶家,116.452054260621,27.8299423606602
下张-古港,116.44722857946,27.8249615637109
下张-下张,116.445136129267,27.8188753404425
下张-山东李家,116.452480119488,27.8204471185525
下张-山东朱家,116.457427247874,27.818383916979
下张-茶园龚家,116.458460411421,27.823006727515
东馆-塅上陈游,116.47491630183,27.8357196728391
东馆-梦桥郄,116.467711463797,27.8362140378881
站上-吕桥,116.464064562979,27.8370718966466
站上-站上,116.460405081064,27.8403899024351
站上-白坊,116.461387607106,27.8458125072153
玉湖-王家,116.475909165778,27.8536746443657
刘村-小羊坊,116.507035831975,27.8502763387102
刘村-上黄,116.515640861998,27.8520900817417
刘村-嵩源危家,116.511992878458,27.8533484439917
刘村-上龙邓家,116.507006611151,27.8584624928609
刘村-下溪邓家,116.500458303772,27.8646556159967
加升-南门高家,116.521767821212,27.884499333882
加升-李家,116.525968271776,27.8896490081383
加升-吴家,116.519354362289,27.8894356955099
加升-颜家,116.52056214217,27.8933304738565
加升-枫树下,116.517559474483,27.8974434120628
加升-朱家桥,116.519056701846,27.8996921126281
江下-花园李家,116.521752792914,27.9036511110133
范家-李家坑,116.514634691231,27.9106116987215
范家-秤砣山丁家,116.510178315565,27.9182795855417
范家-加湖汪家,116.502930309358,27.9163470443493
范家-加湖谢家,116.503756762211,27.9147829925933
范家-徐家岭,116.495857641508,27.9071398727412
范家-范家,116.491206608702,27.911974955008
嵩湖-上谢,116.486655542824,27.910883784284
江下-上栎坪,116.520524793435,27.9099203876327
江下-下栎坪2,116.521655159673,27.9102792741364
江下-下栎坪1,116.521655159673,27.9102792741364
江下-汤家,116.532651390584,27.9073969909301
江下-龙家,116.527500174362,27.9045710054125
江下-江上,116.528575556712,27.9024838037258
加升-东坑傅家,116.529102983683,27.8916932659163
加升-彭坊,116.530866674229,27.8815416855308
厚源-厚源1,116.534589415625,27.8606327045036
厚源-厚源2组,116.538351643105,27.859184661885
饶家-饶家村,116.54937169977,27.8731913466537
饶家-饶家3、4组,116.550029060076,27.8767937649403
付家-瑶上封家,116.57087403763,27.875690427533
付家-瑶千谢家,116.566794377827,27.8833586954723
付家-外陈坊,116.567074114791,27.896416989823
付家-傅家1,116.558086245343,27.9004174240957
付家-南门谢家,116.557588123613,27.9023821349517
付家-阮家,116.554477252379,27.9097947015791
付家-吴山岭,116.550556721791,27.9083857745478
付家-湖上孙家,116.545754041636,27.9110478615697
江下-金店汪家,116.542020177735,27.9162915286144
江下-上丁家,116.533546207064,27.9153158808507
江下-孙家,116.528563485417,27.9145794206232
廖家-下丁,116.52802529412,27.9162486808957
江下-石上丁家,116.517260518754,27.9147579240852
唱凯中转站,116.313324330542,28.1209760513841
周坊-双溪,116.34375500326901,28.1822619637567
周坊-七都,116.344508691353,28.1870839367802
玔上-长岗胡家,116.342222377046,28.200956759825395
玔上-岭前,116.327386068979,28.1965123294281
玔上-游家圈,116.32475267545,28.1965543746668
玔上-周家,116.32343742431001,28.2012110137838
玔上-尧家,116.32547583038799,28.2036172769073
玔上-汤家,116.32686381889401,28.2022048292384
玔上-吴家,116.331151024324,28.2042520576607
洋坊-二-六组,116.328170826171,28.2173828427918
韩梅-韩家,116.34327319985701,28.215739588558503
韩梅-梅喻,116.347325970418,28.2173941690473
韩梅-王家,116.35213359411199,28.2237343145439
韩梅-界岭,116.359651189324,28.2265496776301
洋坊-东塘,116.34385539190399,28.227183839731698
梅坊-杨坊,116.330585389942,28.2504436726847
梅坊-四位,116.319861427264,28.2433494696946
梅坊-八位,116.326154451999,28.2382325604868
梅坊-藕坊,116.320034552808,28.2307367777984
游源-上万,116.304525095278,28.2202165460115
游源-中万,116.306807830652,28.2198127063659
游源-下万,116.307765183168,28.2182086328633
游源-下午,116.306934019094,28.2161132695944
游源-上午,116.304350722022,28.2175997530888
甘坡-林头垄,116.293100971918,28.2084435493534
龚何-何家,116.292443896684,28.1956507585589
甘坡-金谭坡,116.305885982719,28.2017448677529
甘坡-王头都,116.312100444872,28.2003071971111
甘坡-五里墩,116.315495794573,28.201229784275
甘坡-下付,116.30989980815,28.1975269957196
甘坡-上付,116.312204401539,28.1962193544042
云山-老街,116.310546370946,28.1795922404551
东湖-西阳,116.304301756514,28.1520574103427
东湖-东阳王家,116.307336287805,28.1544884954585
东湖-下阳,116.303919963365,28.1574822101958
石洋-上坊,116.292388547749,28.1590863137541
石洋-田塅万家,116.283766994605,28.1632045863716
石洋-下坊,116.29297776983,28.1613195894981
杨泗-坪上,116.300490922969,28.1665600802222
杨泗-东坑,116.299079064824,28.1744266102779
杨泗-杨泗,116.294853072366,28.1729158578838
杨泗-松溪,116.294691636057,28.1742790453216
龚家-外廖家,116.279262714403,28.1832724249211
龚家-廖家,116.279381468639,28.1854958987645
龚家-龚家,116.280710952039,28.1875184551274
龚家-新居,116.285675759942,28.1892455527775
大源-大源村,116.272631179409,28.2039512029381
大源-蔡家,116.264879684794,28.2034033430741
库前-库前,116.256756296691,28.198785714246
库前-王坑,116.254598788765,28.1927781258741
库前-灌坑,116.24601372567,28.1922329853429
库前-琵琶山,116.252472952611,28.1837070366211
长湖-梅渡周家,116.264189809953,28.1551559946713
长湖-下施家,116.269781183144,28.1538999398245
长湖-龚家,116.273976275349,28.151654610218
长湖-下周华,116.275028022939,28.1486298003793
长湖-桥头魏家,116.272780060536,28.1495694461158
新徐-胡玉玺,116.268303677516,28.1452431830586
新徐-上施,116.268712009102,28.1431872420149
新徐-周石灰,116.269611926632,28.1413651917044
长湖-上周华,116.278950614974,28.1446818149015
石洋-和尚芜周家,116.280026967201,28.1501557160888
石洋-北岸徐家,116.285880724416,28.1497209494392
东湖-泉湖刘,116.296645402136,28.1470902722897
白水-付英,116.326745305252,28.1386200292596
花洲-花田,116.338985998144,28.1421553409751
南光-周家,116.340220098536,28.1547265641265
南光-鄢家,116.344559564929,28.1537730564189
南光-邓坊,116.351568683666,28.1598737714977
骆仙-梅盛坑,116.355523123304,28.1656026099409
肖坊-陈家巷,116.363629724073,28.162281298999
科溪-观前,116.37973627531,28.1556926783461
肖坊-炉铁,116.369989757779,28.1610491884134
肖坊-肖家,116.366279163242,28.1650545104243
骆仙-骆仙,116.366522003413,28.1761240914294
骆仙-玗上,116.37006104923,28.1847331517287
周坊-上周坊,116.356280107805,28.1893393735549
骆仙-骆源,116.355333151988,28.174529277781
南光-罗家,116.337592836679,28.1607698034443
欧湖-上高,116.335201549319,28.1682445556491
水田-下高,116.334393781158,28.1717902786358
水田-水田,116.328441734207,28.1758867476476
欧湖-庙家,116.322470445505,28.1689750759987
欧湖-欧湖新村,116.317691953583,28.1680766553867
欧湖-株山,116.32230457756,28.1663061493825
鄢坊-周古岭,116.327453384641,28.1663586749953
鄢坊-潘家,116.327101824118,28.1601788002884
鄢坊-黄家,116.331161181159,28.1594962889527
鄢坊-四房,116.331120234517,28.1568865237046
鄢坊-军湖,116.329711808395,28.1549668768766
鄢坊-鄢家,116.327394654355,28.1575450842451
蔡家-下蔡,116.319705900588,28.1542321769407
蔡家-胡家,116.319445681915,28.1560148810839
蔡家-刘家,116.318301728501,28.158040536861
蔡家-鄢家,116.314218007168,28.1575661349623
蔡家-胡家山,116.314738977606,28.1533953579394
蔡家-罗家、上蔡,116.318976119675,28.1511337142775
白水-娄下,116.323917395676,28.1445682815858
白水-许家,116.318289387143,28.1373274367652
张家-樟坊,116.265949095001,28.1189255457786
张家-刘万徐,116.258618199878,28.1246645750538
张家-老付,116.260260990476,28.1288383599282
张家-新付,116.25827481453,28.127704859485
张家-流坊,116.255604729193,28.1271450396158
栎坪-塅上,116.252654825537,28.1298445330895
栎坪-刘仲坊,116.249618421617,28.1329603535373
栎坪-栎坪,116.247250143276,28.1271687776659
栎坪-西陈,116.249154361077,28.1225831583898
栎坪-东陈,116.252038461356,28.1239959581044
栎坪-庙前,116.252830302634,28.119695413537
栎坪-下仓,116.251580701298,28.1178562453693
栎坪-上仓,116.252104262354,28.1157647376657
许渡-桥湖,116.248513729036,28.1107718173684
栎坪-二前村徐家,116.247937381228,28.1154941683652
许渡-前周,116.241544500649,28.1159859612947
许渡-许家渡,116.240474709125,28.1181963518657
许渡-周老君,116.242527756689,28.1207256577923
许渡-姜饶,116.239104970456,28.1199687959792
许渡-胡家,116.238280463727,28.1219847834633
许渡-陈家巷,116.241691550625,28.1259563728307
湖西-湖西,116.233019541013,28.1292545811657
湖西-蛇湖,116.230793126565,28.139185679968
湖西-洲上,116.231911703405,28.1459347747924
湖西-付家,116.23270968607,28.1408881884365
湖西-楞上,116.237157583347,28.1369828178316
