id,lng,lat,route,order,weight
周坊-双溪,116.34375500326901,28.1822619637567,1.0,1.0,0.1074
周坊-七都,116.344508691353,28.1870839367802,1.0,2.0,0.1188
玔上-长岗胡家,116.342222377046,28.200956759825395,1.0,3.0,0.123
玔上-岭前,116.327386068979,28.1965123294281,1.0,4.0,0.066
玔上-游家圈,116.32475267545,28.1965543746668,1.0,5.0,0.039
玔上-周家,116.32343742431001,28.2012110137838,1.0,6.0,0.1395
玔上-尧家,116.32547583038799,28.2036172769073,1.0,7.0,0.0894
玔上-汤家,116.32686381889401,28.2022048292384,1.0,8.0,0.0828
玔上-吴家,116.331151024324,28.2042520576607,1.0,9.0,0.0534
洋坊-二-六组,116.328170826171,28.2173828427918,1.0,10.0,0.3228
韩梅-韩家,116.34327319985701,28.215739588558503,1.0,11.0,0.2061
韩梅-梅喻,116.347325970418,28.2173941690473,1.0,12.0,0.1674
韩梅-王家,116.35213359411199,28.2237343145439,1.0,13.0,0.0666
韩梅-界岭,116.359651189324,28.2265496776301,1.0,14.0,0.0978
洋坊-东塘,116.34385539190399,28.227183839731698,1.0,15.0,0.1455
梅坊-杨坊,116.330585389942,28.2504436726847,1.0,16.0,0.033
梅坊-四位,116.319861427264,28.2433494696946,1.0,17.0,0.057
梅坊-八位,116.326154451999,28.2382325604868,1.0,18.0,0.36
梅坊-藕坊,116.320034552808,28.2307367777984,1.0,19.0,0.084
游源-上万,116.304525095278,28.2202165460115,1.0,20.0,0.138
游源-中万,116.306807830652,28.2198127063659,1.0,21.0,0.054
游源-下万,116.307765183168,28.2182086328633,1.0,22.0,0.129
游源-下午,116.306934019094,28.2161132695944,1.0,23.0,0.108
游源-上午,116.304350722022,28.2175997530888,1.0,24.0,0.087
甘坡-林头垄,116.293100971918,28.2084435493534,1.0,25.0,0.0438
龚何-何家,116.292443896684,28.1956507585589,1.0,26.0,0.12
甘坡-金谭坡,116.305885982719,28.2017448677529,1.0,27.0,0.2436
甘坡-王头都,116.312100444872,28.2003071971111,1.0,28.0,0.0426
甘坡-五里墩,116.315495794573,28.201229784275,1.0,29.0,0.2448
甘坡-下付,116.30989980815,28.1975269957196,1.0,30.0,0.1104
甘坡-上付,116.312204401539,28.1962193544042,1.0,31.0,0.0417
云山-老街,116.310546370946,28.1795922404551,1.0,32.0,0.174
东湖-西阳,116.304301756514,28.1520574103427,2.0,1.0,0.096
东湖-东阳王家,116.307336287805,28.1544884954585,2.0,2.0,0.294
东湖-下阳,116.303919963365,28.1574822101958,2.0,3.0,0.138
石洋-上坊,116.292388547749,28.1590863137541,2.0,4.0,0.2559
石洋-田塅万家,116.283766994605,28.1632045863716,2.0,5.0,0.1566
石洋-下坊,116.29297776983,28.1613195894981,2.0,6.0,0.2097
杨泗-坪上,116.300490922969,28.1665600802222,2.0,7.0,0.0384
杨泗-东坑,116.299079064824,28.1744266102779,2.0,8.0,0.081
杨泗-杨泗,116.294853072366,28.1729158578838,2.0,9.0,0.027
杨泗-松溪,116.294691636057,28.1742790453216,2.0,10.0,0.177
龚家-外廖家,116.279262714403,28.1832724249211,2.0,11.0,0.03
龚家-廖家,116.279381468639,28.1854958987645,2.0,12.0,0.1395
龚家-龚家,116.280710952039,28.1875184551274,2.0,13.0,0.1314
龚家-新居,116.285675759942,28.1892455527775,2.0,14.0,0.024
大源-大源村,116.272631179409,28.2039512029381,2.0,15.0,0.216
大源-蔡家,116.264879684794,28.2034033430741,2.0,16.0,0.108
库前-库前,116.256756296691,28.198785714246,2.0,17.0,0.1032
库前-王坑,116.254598788765,28.1927781258741,2.0,18.0,0.2355
库前-灌坑,116.24601372567,28.1922329853429,2.0,19.0,0.1167
库前-琵琶山,116.252472952611,28.1837070366211,2.0,20.0,0.0756
长湖-梅渡周家,116.264189809953,28.1551559946713,2.0,21.0,0.0708
长湖-下施家,116.269781183144,28.1538999398245,2.0,22.0,0.1275
长湖-龚家,116.273976275349,28.151654610218,2.0,23.0,0.2682
长湖-下周华,116.275028022939,28.1486298003793,2.0,24.0,0.0783
长湖-桥头魏家,116.272780060536,28.1495694461158,2.0,25.0,0.0654
新徐-胡玉玺,116.268303677516,28.1452431830586,2.0,26.0,0.0999
新徐-上施,116.268712009102,28.1431872420149,2.0,27.0,0.0324
新徐-周石灰,116.269611926632,28.1413651917044,2.0,28.0,0.1278
长湖-上周华,116.278950614974,28.1446818149015,2.0,29.0,0.0273
石洋-和尚芜周家,116.280026967201,28.1501557160888,2.0,30.0,0.066
石洋-北岸徐家,116.285880724416,28.1497209494392,2.0,31.0,0.0801
东湖-泉湖刘,116.296645402136,28.1470902722897,2.0,32.0,0.27
白水-付英,116.326745305252,28.1386200292596,3.0,1.0,0.0828
花洲-花田,116.338985998144,28.1421553409751,3.0,2.0,0.0657
南光-周家,116.340220098536,28.1547265641265,3.0,3.0,0.0858
南光-鄢家,116.344559564929,28.1537730564189,3.0,4.0,0.0816
南光-邓坊,116.351568683666,28.1598737714977,3.0,5.0,0.0801
骆仙-梅盛坑,116.355523123304,28.1656026099409,3.0,6.0,0.045
肖坊-陈家巷,116.363629724073,28.162281298999,3.0,7.0,0.162
科溪-观前,116.37973627531,28.1556926783461,3.0,8.0,0.153
肖坊-炉铁,116.369989757779,28.1610491884134,3.0,9.0,0.051
肖坊-肖家,116.366279163242,28.1650545104243,3.0,10.0,0.1278
骆仙-骆仙,116.366522003413,28.1761240914294,3.0,11.0,0.123
骆仙-玗上,116.37006104923,28.1847331517287,3.0,12.0,0.228
周坊-上周坊,116.356280107805,28.1893393735549,3.0,13.0,0.0708
骆仙-骆源,116.355333151988,28.174529277781,3.0,14.0,0.081
南光-罗家,116.337592836679,28.1607698034443,3.0,15.0,0.0882
欧湖-上高,116.335201549319,28.1682445556491,3.0,16.0,0.087
水田-下高,116.334393781158,28.1717902786358,3.0,17.0,0.093
水田-水田,116.328441734207,28.1758867476476,3.0,18.0,0.255
欧湖-庙家,116.322470445505,28.1689750759987,3.0,19.0,0.084
欧湖-欧湖新村,116.317691953583,28.1680766553867,3.0,20.0,0.216
欧湖-株山,116.32230457756,28.1663061493825,3.0,21.0,0.09
鄢坊-周古岭,116.327453384641,28.1663586749953,3.0,22.0,0.06
鄢坊-潘家,116.327101824118,28.1601788002884,3.0,23.0,0.108
鄢坊-黄家,116.331161181159,28.1594962889527,3.0,24.0,0.072
鄢坊-四房,116.331120234517,28.1568865237046,3.0,25.0,0.12
鄢坊-军湖,116.329711808395,28.1549668768766,3.0,26.0,0.108
鄢坊-鄢家,116.327394654355,28.1575450842451,3.0,27.0,0.144
蔡家-下蔡,116.319705900588,28.1542321769407,3.0,28.0,0.1206
蔡家-胡家,116.319445681915,28.1560148810839,3.0,29.0,0.0276
蔡家-刘家,116.318301728501,28.158040536861,3.0,30.0,0.1242
蔡家-鄢家,116.314218007168,28.1575661349623,3.0,31.0,0.0276
蔡家-胡家山,116.314738977606,28.1533953579394,3.0,32.0,0.0555
蔡家-罗家、上蔡,116.318976119675,28.1511337142775,3.0,33.0,0.1353
白水-娄下,116.323917395676,28.1445682815858,3.0,34.0,0.2376
白水-许家,116.318289387143,28.1373274367652,3.0,35.0,0.2412
张家-樟坊,116.265949095001,28.1189255457786,4.0,1.0,0.186
张家-刘万徐,116.258618199878,28.1246645750538,4.0,2.0,0.1518
张家-老付,116.260260990476,28.1288383599282,4.0,3.0,0.066
张家-新付,116.25827481453,28.127704859485,4.0,4.0,0.072
张家-流坊,116.255604729193,28.1271450396158,4.0,5.0,0.105
栎坪-塅上,116.252654825537,28.1298445330895,4.0,6.0,0.0156
栎坪-刘仲坊,116.249618421617,28.1329603535373,4.0,7.0,0.0144
栎坪-栎坪,116.247250143276,28.1271687776659,4.0,8.0,0.4533
栎坪-西陈,116.249154361077,28.1225831583898,4.0,9.0,0.0792
栎坪-东陈,116.252038461356,28.1239959581044,4.0,10.0,0.0408
栎坪-庙前,116.252830302634,28.119695413537,4.0,11.0,0.0534
栎坪-下仓,116.251580701298,28.1178562453693,4.0,12.0,0.0504
栎坪-上仓,116.252104262354,28.1157647376657,4.0,13.0,0.0306
许渡-桥湖,116.248513729036,28.1107718173684,4.0,14.0,0.2412
栎坪-二前村徐家,116.247937381228,28.1154941683652,4.0,15.0,0.018
许渡-前周,116.241544500649,28.1159859612947,4.0,16.0,0.0627
许渡-许家渡,116.240474709125,28.1181963518657,4.0,17.0,0.051
许渡-周老君,116.242527756689,28.1207256577923,4.0,18.0,0.0099
许渡-姜饶,116.239104970456,28.1199687959792,4.0,19.0,0.0051
许渡-胡家,116.238280463727,28.1219847834633,4.0,20.0,0.0528
许渡-陈家巷,116.241691550625,28.1259563728307,4.0,21.0,0.0774
湖西-湖西,116.233019541013,28.1292545811657,4.0,22.0,0.372
湖西-蛇湖,116.230793126565,28.139185679968,4.0,23.0,0.132
湖西-洲上,116.231911703405,28.1459347747924,4.0,24.0,0.051
湖西-付家,116.23270968607,28.1408881884365,4.0,25.0,0.1287
湖西-楞上,116.237157583347,28.1369828178316,4.0,26.0,0.063
湖西-鞠家,116.240092104714,28.1341812964835,4.0,27.0,0.0501
河湖-徐家,116.246492957374,28.1387547655685,4.0,28.0,0.0549
河湖-邱家,116.246428292624,28.1393118323598,4.0,29.0,0.0324
河湖-西湖,116.247238636155,28.1412828314465,4.0,30.0,0.0573
河湖-河湖,116.251063011868,28.1421989643366,4.0,31.0,0.2283
胡家-胡家,116.263824034036,28.1357879458463,4.0,32.0,0.4338
张家-张家,116.264555644195,28.1292727205074,4.0,33.0,0.339
罗针-拓湖,116.280018165575,28.1179060281562,5.0,1.0,0.579
罗针-罗针街,116.274556294891,28.1233861180449,5.0,2.0,0.1521
罗针-张泉,116.277136010282,28.1231839100342,5.0,3.0,0.1158
罗针-前东湖,116.281848372463,28.1254380107457,5.0,4.0,0.1218
罗针-后东湖,116.280984519469,28.1276809551678,5.0,5.0,0.219
新徐-吴前城,116.278780655524,28.1313144936216,5.0,6.0,0.0297
新徐-新徐,116.270793021243,28.13623560793,5.0,7.0,0.0768
何栗-何栗,116.255010771047,28.146904766861,5.0,8.0,0.3714
何栗-下姜,116.251889640487,28.1487872865321,5.0,9.0,0.0543
城前-上游,116.247822399126,28.156293247597,5.0,10.0,0.0531
城前-城前,116.246228129339,28.1585185499591,5.0,11.0,0.786
新徐-岭上,116.277148241882,28.1370627680682,5.0,12.0,0.1521
丁湖一-七组,116.282484407415,28.1357525537269,5.0,13.0,1.0926
北保-炉下,116.291996458514,28.1298705827646,5.0,14.0,0.1647
花洲-嵇家,116.323071826879,28.1242064248804,6.0,1.0,0.0927
花洲-付家,116.325356344836,28.1221433630496,6.0,2.0,0.0771
花洲-许家,116.332499627041,28.1320877267889,6.0,3.0,0.258
万年-垱头,116.339782744373,28.1274307508843,6.0,4.0,0.0999
艾巷-钟家,116.339430691358,28.1218224108447,6.0,5.0,0.1722
万年-邓家,116.346439340597,28.1283832459347,6.0,6.0,0.216
科溪-杨铁坑,116.37172622534,28.1433740353043,6.0,7.0,0.1407
科溪-科坑,116.38111409342,28.1450391112089,6.0,8.0,0.105
科溪-上李、骆家、西黄,116.376866369446,28.1413013938312,6.0,9.0,0.0
龙岗村-六-十组,116.366218693035,28.1370286469019,6.0,10.0,0.3213
龙岗村-一-五组,116.363794945494,28.1337001122904,6.0,11.0,0.4665
艾巷-仓下,116.349671570344,28.1184150653802,6.0,12.0,0.1902
艾巷-周博巷,116.346218117719,28.114748425185,6.0,13.0,0.1347
艾巷-颜家,116.344404417845,28.1150913511812,6.0,14.0,0.1374
艾巷-艾家巷,116.341881066549,28.1139356385277,6.0,15.0,0.2301
艾巷-胡仕,116.339237605922,28.1108464442077,6.0,16.0,0.0327
艾巷-刘家,116.344124025158,28.1086847756633,6.0,17.0,0.0564
支村-港头,116.353795601619,28.1071540795264,6.0,18.0,0.054
邱家-花门楼,116.348445411867,28.1033261067807,6.0,19.0,0.1485
邱家-邱家,116.341148311264,28.1060646896797,6.0,20.0,0.1245
邱家村-过家,116.33863431902,28.1068566085393,6.0,21.0,0.0354
邱家-湖下,116.336074352569,28.1044172997517,6.0,22.0,0.1017
古港-湖山,116.332094212999,28.1047642837282,6.0,23.0,0.0795
古港-北港村,116.328015417902,28.1069314965502,6.0,24.0,0.0855
艾巷-桥头黄,116.333000522883,28.1105174149642,6.0,25.0,0.0804
艾巷-西艾,116.335545259603,28.1139344810955,6.0,26.0,0.0471
艾巷-饶家,116.33451805795,28.1178818542067,6.0,27.0,0.0228
唱凯-詹坊许家,116.330073789548,28.1138865251924,6.0,28.0,0.0573
唱凯-磨下黄家,116.32765115089,28.1128902296289,6.0,29.0,0.129
唱凯-北山熊家,116.321565021507,28.1189905985847,6.0,30.0,0.2466
浒溪-榨上张家,116.292545596263,28.104676734994,7.0,1.0,0.093
浒溪-浒溪万家,116.287915808144,28.1021186357702,7.0,2.0,0.3618
顾家-陈泗巷,116.287055786121,28.1000463717392,7.0,3.0,0.0486
