id,lng,lat,route,order,weight
吴山-吴山,116.61771306587,27.8387971929983,4.0,5.0,0.1518
吴山-廖家,116.617185826408,27.8403722633735,4.0,6.0,0.054
吴山-刘家,116.618591720947,27.8416222026873,4.0,7.0,0.132
黎家-高家,116.621721134804,27.8410048936852,4.0,8.0,0.2085
黎家-黎家,116.622865659063,27.8423629979118,4.0,9.0,0.216
黎家-下塘,116.622248051726,27.8444208902913,4.0,10.0,0.288
吴山-付昂,116.614428853575,27.8446393097319,4.0,11.0,0.204
黄道-前玔,116.606293625174,27.8456372085927,4.0,12.0,0.0582
石街-丰林,116.606069024559,27.8507956622428,4.0,13.0,0.2238
石街-白洲塘,116.614203913355,27.8548356234017,4.0,14.0,0.0456
石街-塅上,116.607421408106,27.8569657229095,4.0,15.0,0.1788
石街-石街,116.607679152343,27.8584879833483,4.0,16.0,0.1878
石街-下梗,116.60565462145,27.8595372386629,4.0,17.0,0.2178
石街-祥为,116.603986173335,27.858587155551,4.0,18.0,0.0267
石街-然为,116.60365053798,27.8600860834771,4.0,19.0,0.0858
岭下-何家,116.596613179731,27.8632089984473,4.0,20.0,0.135
岭下-曾家,116.591677791273,27.8675285135775,4.0,21.0,0.1041
岭下-何家桥,116.580369520599,27.8719644754133,4.0,22.0,0.0648
岭下-饶家,116.580252362405,27.862137484828,4.0,23.0,0.1029
岭下-坪上,116.584994439081,27.8637418644897,4.0,24.0,0.0348
岭下-岭下,116.591557957402,27.8637191429252,4.0,25.0,0.1107
岭下-高家,116.593409962031,27.8612485919818,4.0,26.0,0.0834
黄道-彭家坊,116.59661542019,27.8527250961801,4.0,27.0,0.1296
黄道-黄道,116.596887721319,27.8466642665776,4.0,28.0,0.1485
黄道-里王,116.587852848605,27.8444944103795,4.0,29.0,0.0297
黄道-羊宅陈家,116.588783123901,27.8417677149869,4.0,30.0,0.0
黄道-荷塘高家,116.583552449735,27.8418931495093,4.0,31.0,0.069
高源-方坑,116.576708939522,27.8182641190237,5.0,1.0,0.078
高源-大斜,116.580207394288,27.8178274092789,5.0,2.0,0.0333
高源-上门楼,116.582008126204,27.823350690559,5.0,3.0,0.0309
高源-窠里,116.580687107598,27.8237984904144,5.0,4.0,0.0279
大塘-会源,116.561941913099,27.8502066031356,5.0,5.0,0.1422
付家-童车口,116.569581205203,27.8693342545556,5.0,6.0,0.0129
湖山-山下,116.596430899193,27.8256403234041,5.0,7.0,0.0951
湖山-湖山3组,116.598517537196,27.82454123121,5.0,8.0,0.1164
湖山-湖山6组,116.598602516741,27.8230427576445,5.0,9.0,0.0906
湖山-湖山4组,116.601736462353,27.8212393506437,5.0,10.0,0.066
湖山-湖山5组,116.601299030132,27.8242229654302,5.0,11.0,0.1302
湖山-湖山2组,116.603823037925,27.8247509124458,5.0,12.0,0.084
湖山-湖山1组,116.605479945411,27.8244340211984,5.0,13.0,0.1146
吴家-老吴,116.61602905986,27.8304721687871,5.0,14.0,0.2337
青泥-曾家、港下,116.616302011553,27.820550829923,5.0,15.0,0.207
青泥-燕头王家,116.614250675793,27.8185203419706,5.0,16.0,0.0426
青泥-罗汉山,116.617289652878,27.8180589630581,5.0,17.0,0.117
青泥-横街上,116.616776808044,27.8158526694512,5.0,18.0,0.114
荣阳-欠背巷,116.617514011771,27.8136551452616,5.0,19.0,0.0228
荣阳-旻房,116.618042942152,27.8125782983623,5.0,20.0,0.0759
荣阳-郑家,116.621210314448,27.8128634614667,5.0,21.0,0.0969
荣阳-奎房,116.621061133903,27.8110815030222,5.0,22.0,0.1458
荣阳-娄下,116.625224689334,27.8064939547718,5.0,23.0,0.2412
荣阳-则房村,116.617542180857,27.8081802064034,5.0,24.0,0.0801
许坊-范家,116.608735454379,27.8048953536422,5.0,25.0,0.0756
高源-彭坊周家,116.583786587379,27.7972435540365,5.0,26.0,0.0285
碑背-碑背（1-5组）,116.575284999877,27.7878475521229,5.0,27.0,0.3135
谢家-丁家,116.562322492637,27.7612250723318,5.0,28.0,0.0216
谢家-瑶谢,116.565480365969,27.7605699864964,5.0,29.0,0.06
谢家-石井,116.575391386902,27.7583261480092,5.0,30.0,0.095
陈坊-神前,116.575597062701,27.7492818885772,5.0,31.0,0.0216
陈坊-陈坊,116.576336265184,27.7455453466478,5.0,32.0,0.375
陈坊-西坑,116.578109891826,27.7405501929748,5.0,33.0,0.0714
陈坊-丁家,116.579420927591,27.7372206865852,5.0,34.0,0.0204
陈坊-汪家,116.574122569846,27.7337440949879,5.0,35.0,0.063
淇塘-黄甲科,116.563238929515,27.7390855135056,5.0,36.0,0.069
新安-东黄,116.464327188282,27.7496397621293,5.0,37.0,0.0207
